Store ID,Uptime Last Hour (minutes),Downtime Last Hour (minutes),Uptime Last Day (hours),Downtime Last Day (hours),Uptime Last Week (hours),Downtime Last Week (hours)
6642226438879069200,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7433398711719243797,0.0,58.0,0.9666666666666667,0.0,0.9666666666666667,167.03333333333333
2377210718332421400,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7185648782998525210,0.0,58.0,0.9666666666666667,0.0,0.9666666666666667,167.03333333333333
8105787185477488922,0.0,60,5.416666666666667,0.0,5.416666666666667,162.58333333333334
3907771017528016154,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1842690252125283102,0.0,60,6.933333333333334,0.0,6.933333333333334,161.06666666666666
8047519486931112223,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
3493963246020552747,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1964920647161734444,0.0,60,27.483333333333334,0.0,27.483333333333334,140.51666666666665
6422142558680745524,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
493317329045884725,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
2028997236413341493,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
9126641881664734775,0.0,60,7.483333333333333,0.0,7.483333333333333,160.51666666666668
2318689877042246714,0.0,60,5.416666666666667,0.0,5.416666666666667,162.58333333333334
7811790376454865729,0.0,60,27.483333333333334,0.0,27.483333333333334,140.51666666666665
4685930955531227474,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1031837096861134419,0.0,60,27.483333333333334,0.0,27.483333333333334,140.51666666666665
7835778529962141524,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
5308654406249800276,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
6793711426025564515,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
4932034334218266470,0.0,58.0,0.9666666666666667,0.0,0.9666666666666667,167.03333333333333
504331488096931942,0.0,60,2.4166666666666665,0.0,2.4166666666666665,165.58333333333334
5732366815804134764,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7010869599102115952,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
4364263945739383156,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
4379354991255025015,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
378275369516731770,0.0,60,2.4166666666666665,0.0,2.4166666666666665,165.58333333333334
8116362978308681852,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
3222867204723981696,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
6528136910022483077,0.0,58.0,0.9666666666666667,0.0,0.9666666666666667,167.03333333333333
745188503806002059,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1472400125885919118,0.0,60,31.916666666666668,0.0,31.916666666666668,136.08333333333334
4913959739000535695,0.0,60,22.983333333333334,0.0,22.983333333333334,145.01666666666665
7001015127375054226,0.0,60,1.9833333333333334,0.0,1.9833333333333334,166.01666666666668
3334248282862149533,0.0,60,31.916666666666668,0.0,31.916666666666668,136.08333333333334
7902530419114664351,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7603111374779490975,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
518310958103527074,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
2378470629235571118,0.0,58.0,0.9666666666666667,0.0,0.9666666666666667,167.03333333333333
7112029927194761648,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1176400014944170417,0.0,60,29.9,0.0,29.9,138.1
3308515119726459062,0.0,60,6.933333333333334,0.0,6.933333333333334,161.06666666666666
6358850518527971767,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1003200614770244799,0.0,60,6.933333333333334,0.0,6.933333333333334,161.06666666666666
6616895453551679938,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
6132561634071947721,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7454621293638345421,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
5144492435546374097,0.0,60,27.483333333333334,0.0,27.483333333333334,140.51666666666665
260465380976367836,0.0,60,7.483333333333333,0.0,7.483333333333333,160.51666666666668
8725298190055156450,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
8321212931916594154,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
7475468940124734698,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
2680918734581318636,0.0,60,19.483333333333334,0.0,19.483333333333334,148.51666666666665
3120753499686608366,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
5223121655148958959,0.0,60,3.3833333333333333,0.0,3.3833333333333333,164.61666666666667
1974373889292906486,0.0,60,2.4166666666666665,0.0,2.4166666666666665,165.58333333333334
1881687535241894391,0.0,60,5.95,0.0,5.95,162.05
7108873971920180998,0.0,60.0,1.0,0.0,1.0,167.0
695574241089458954,0.0,60,3.5,0.0,3.5,164.5
6724364629492641548,0.0,60.0,1.0,0.0,1.0,167.0
7966231803022919948,0.0,60,3.5,0.0,3.5,164.5
4128401071011000078,0.0,60,11.0,0.0,11.0,157.0
5326692589277424912,0.0,60,3.0,0.0,3.0,165.0
6442890116877892376,0.0,60,18.5,0.0,18.5,149.5
2826201898603825180,0.0,60.0,1.0,0.0,1.0,167.0
8762365430607158049,0.0,60.0,1.0,0.0,1.0,167.0
3771353448262714660,0.0,60.0,1.0,0.0,1.0,167.0
3303034770960654914,0.0,60,3.5,0.0,3.5,164.5
3720150951600933187,0.0,60,3.5,0.0,3.5,164.5
2184982520251900233,0.0,60,1.5,0.0,1.5,166.5
4722358907928340553,0.0,60.0,1.0,0.0,1.0,167.0
2859537849758033752,0.0,60.0,1.0,0.0,1.0,167.0
2862628250099307864,0.0,60.0,1.0,0.0,1.0,167.0
4593670346093618013,0.0,60.0,1.0,0.0,1.0,167.0
2064577456810792286,0.0,60,9.166666666666666,0.0,9.166666666666666,158.83333333333334
4609527820431472223,0.0,60.0,1.0,0.0,1.0,167.0
5774859487004626799,0.0,60.0,1.0,0.0,1.0,167.0
7421407536615181179,0.0,60,3.5,0.0,3.5,164.5
2572825156232404347,0.0,60,3.5,0.0,3.5,164.5
7304952626670557824,0.0,60,18.5,0.0,18.5,149.5
1230398065636822664,0.0,60,18.5,0.0,18.5,149.5
8167861777770124168,0.0,60.0,1.0,0.0,1.0,167.0
6142596597725045640,0.0,60,3.5,0.0,3.5,164.5
2863078903068127887,0.0,60.0,1.0,0.0,1.0,167.0
3160686064101761937,0.0,60,7.5,0.0,7.5,160.5
6588818705311790995,0.0,60,3.5,0.0,3.5,164.5
803660137715457430,0.0,60,5.0,0.0,5.0,163.0
2933733739106941079,0.0,60,5.0,0.0,5.0,163.0
3900231063921710249,0.0,60,6.0,0.0,6.0,162.0
7832076012890332596,0.0,60,1.5,0.0,1.5,166.5
5464330227070107573,0.0,60,18.5,0.0,18.5,149.5
5431103707326827707,0.0,60.0,1.0,0.0,1.0,167.0
4484507102093088703,0.0,60,6.0,0.0,6.0,162.0
6592609963459366848,0.0,60,10.5,0.0,10.5,157.5
3058415293345977027,0.0,60,1.5,0.0,1.5,166.5
8625481719089843404,0.0,60,1.5,0.0,1.5,166.5
773398263208964303,0.0,60,5.0,0.0,5.0,163.0
495352612200987088,0.0,60,3.5,0.0,3.5,164.5
2475139823695865307,0.0,30.0,0.5,0.0,0.5,167.5
6626583690575420636,0.0,60,3.5,0.0,3.5,164.5
7054026621216095964,0.0,60,18.5,0.0,18.5,149.5
1251293502881342943,0.0,60.0,1.0,0.0,1.0,167.0
8056279986154325992,0.0,60,1.5,0.0,1.5,166.5
882336681874281963,0.0,60.0,1.0,0.0,1.0,167.0
1465244002967858929,0.0,60,9.5,0.0,9.5,158.5
274614981129391348,0.0,60,1.5,0.0,1.5,166.5
4828866459850659064,0.0,60,3.5,0.0,3.5,164.5
823362366523058169,0.0,60,3.5,0.0,3.5,164.5
8150351546045288251,0.0,60,10.833333333333334,0.0,10.833333333333334,157.16666666666666
3465633230040366608,0.0,60,2.25,0.0,2.25,165.75
5334085009382446620,0.0,60,6.0,0.0,6.0,162.0
1859052338745323047,0.0,60,5.25,0.0,5.25,162.75
3283492708296652331,0.0,60,5.25,0.0,5.25,162.75
1492199578433950281,0.0,60,6.0,0.0,6.0,162.0
3792652010279464282,0.0,60,2.25,0.0,2.25,165.75
8031092537896982888,0.0,60,1.5,0.0,1.5,166.5
2419655978112826219,0.0,60,6.0,0.0,6.0,162.0
3355650025131059565,0.0,60,2.25,0.0,2.25,165.75
4968504886829537647,0.0,60,5.25,0.0,5.25,162.75
4614819751915683452,0.0,60,5.25,0.0,5.25,162.75
7186159957839323524,0.0,60,2.25,0.0,2.25,165.75
3251556331754616708,0.0,60,5.0,0.0,5.0,163.0
9031140487121844870,0.0,60,6.0,0.0,6.0,162.0
8256799634990475148,0.0,60,6.0,0.0,6.0,162.0
4826182336209960078,0.0,60,6.75,0.0,6.75,161.25
6393855138573945748,0.0,60,2.25,0.0,2.25,165.75
2429898146291919515,0.0,60,2.25,0.0,2.25,165.75
60533681262958240,0.0,60,6.0,0.0,6.0,162.0
2273259091274136488,0.0,60,6.0,0.0,6.0,162.0
4296652548172125609,0.0,60,6.0,0.0,6.0,162.0
6243851406198325678,0.0,60,2.25,0.0,2.25,165.75
992372270331989684,0.0,60,5.0,0.0,5.0,163.0
608367747035643343,0.0,60,2.25,0.0,2.25,165.75
6507459363858511573,0.0,60,6.0,0.0,6.0,162.0
6013612312650780121,0.0,60,6.0,0.0,6.0,162.0
5779394632358061273,0.0,60,6.75,0.0,6.75,161.25
4965925836727279853,0.0,60,6.0,0.0,6.0,162.0
2571476781076473087,0.0,60,2.25,0.0,2.25,165.75
1979887952411475817,0.0,60,5.716666666666667,0.0,5.716666666666667,162.28333333333333
5101815920233266877,0.0,60,5.716666666666667,0.0,5.716666666666667,162.28333333333333
3107942065041116633,0.0,60,5.716666666666667,0.0,5.716666666666667,162.28333333333333
3188318734323379036,0.0,60,1.6666666666666667,0.0,1.6666666666666667,166.33333333333334
2423943992167867605,0.0,60,1.6666666666666667,0.0,1.6666666666666667,166.33333333333334
1743799994211835904,0.0,60,7.0,0.0,7.0,161.0
2990437138119767040,0.0,60,7.0,0.0,7.0,161.0
4271904243602082304,0.0,60,2.0,0.0,2.0,166.0
2798686191638942721,0.0,60,7.0,0.0,7.0,161.0
5274613374807007745,0.0,60,11.0,0.0,11.0,157.0
3596772024779781377,0.0,60,7.0,0.0,7.0,161.0
5059963425429966338,0.0,60,7.0,0.0,7.0,161.0
1730838565275302147,0.0,60.0,1.0,0.0,1.0,167.0
8039330635607538692,0.0,60,2.0,0.0,2.0,166.0
5138642474732735493,0.0,60,6.0,0.0,6.0,162.0
3417906776067732997,0.0,60,7.0,0.0,7.0,161.0
1301152589759749638,0.0,60,5.0,0.0,5.0,163.0
1214336484911481863,0.0,60,7.0,0.0,7.0,161.0
2805711609029712647,0.0,60,2.0,0.0,2.0,166.0
3097388019079717384,0.0,60.0,1.0,0.0,1.0,167.0
3248296789483413769,0.0,60,7.0,0.0,7.0,161.0
646862635677872649,0.0,60,7.0,0.0,7.0,161.0
5878754251461408777,0.0,60,3.0,0.0,3.0,165.0
8270278419228708361,0.0,60,7.0,0.0,7.0,161.0
971075299084784137,0.0,60,2.0,0.0,2.0,166.0
4454215245716725514,0.0,60,3.0,0.0,3.0,165.0
6268424579834198282,0.0,60,2.0,0.0,2.0,166.0
7658789080969587723,0.0,60,7.0,0.0,7.0,161.0
4336282380827325195,0.0,60,2.0,0.0,2.0,166.0
4146843663493327884,0.0,60,6.0,0.0,6.0,162.0
5386411629588170764,0.0,60,2.0,0.0,2.0,166.0
2979399194637860877,0.0,60,7.0,0.0,7.0,161.0
3848098352468902925,0.0,60,5.0,0.0,5.0,163.0
7012029357698713102,0.0,60,6.0,0.0,6.0,162.0
5987237041268397838,0.0,60,7.0,0.0,7.0,161.0
5621367600401473806,0.0,60,2.0,0.0,2.0,166.0
1617831976401113615,0.0,60,7.0,0.0,7.0,161.0
3827100672599422991,0.0,60,6.0,0.0,6.0,162.0
8525520622258069007,0.0,60,2.0,0.0,2.0,166.0
8473273091654403087,0.0,60,7.0,0.0,7.0,161.0
6238837396367935249,0.0,60,13.0,0.0,13.0,155.0
1099483602963486225,0.0,60,7.0,0.0,7.0,161.0
2162527635477153553,0.0,60,2.0,0.0,2.0,166.0
5336885084127758098,0.0,60,7.0,0.0,7.0,161.0
5039062922884302610,0.0,60,3.0,0.0,3.0,165.0
9078315981465545234,0.0,60,7.0,0.0,7.0,161.0
7684223852601174802,0.0,60.0,1.0,0.0,1.0,167.0
2427855621110659347,0.0,60,7.0,0.0,7.0,161.0
3041107079468828436,0.0,60.0,1.0,0.0,1.0,167.0
903719669747985172,0.0,60,7.0,0.0,7.0,161.0
998878854319706901,0.0,60,7.0,0.0,7.0,161.0
2256909378027986965,0.0,60,7.0,0.0,7.0,161.0
3052772532209071893,0.0,60,11.0,0.0,11.0,157.0
8597083727589030421,0.0,60,2.0,0.0,2.0,166.0
2818253147773594389,0.0,60,7.0,0.0,7.0,161.0
2413477247077499670,0.0,60,12.5,0.0,12.5,155.5
7051608002991049752,0.0,60,2.0,0.0,2.0,166.0
5099759136199917336,0.0,60.0,1.0,0.0,1.0,167.0
7633697021858808601,0.0,60,13.0,0.0,13.0,155.0
5000546069127440921,0.0,60,2.0,0.0,2.0,166.0
7160247868615474458,0.0,60,2.0,0.0,2.0,166.0
4594385321030184218,0.0,60,7.0,0.0,7.0,161.0
1996431885715511835,0.0,60,5.0,0.0,5.0,163.0
709725701624347931,0.0,60,6.0,0.0,6.0,162.0
1555344018558050844,0.0,60,7.0,0.0,7.0,161.0
8086468409003045148,0.0,60,2.0,0.0,2.0,166.0
6588419047189873436,0.0,60,7.0,0.0,7.0,161.0
6793799627649814812,0.0,60,7.0,0.0,7.0,161.0
3062125155748787228,0.0,60,2.0,0.0,2.0,166.0
2026094295649558813,0.0,60,7.0,0.0,7.0,161.0
532194636927399453,0.0,60,6.0,0.0,6.0,162.0
3762733993058343454,0.0,60,2.0,0.0,2.0,166.0
1053878807136352286,0.0,60,5.0,0.0,5.0,163.0
9081565435713941534,0.0,60,7.0,0.0,7.0,161.0
8322632378735264032,0.0,60,2.0,0.0,2.0,166.0
7106425203085172000,0.0,60,7.0,0.0,7.0,161.0
7771306592093002784,0.0,60,2.0,0.0,2.0,166.0
7131208717092755489,0.0,60,2.0,0.0,2.0,166.0
7532429074809780514,0.0,60,6.0,0.0,6.0,162.0
1693775767424127266,0.0,60,2.0,0.0,2.0,166.0
761138229941294114,0.0,60,6.0,0.0,6.0,162.0
2933858211456474402,0.0,60,6.0,0.0,6.0,162.0
1083847188438126371,0.0,60,2.0,0.0,2.0,166.0
7538600019390481443,0.0,60,7.0,0.0,7.0,161.0
4972797424673499940,0.0,60,2.0,0.0,2.0,166.0
4479512627338952485,0.0,60,7.0,0.0,7.0,161.0
4059615984705062693,0.0,60,2.0,0.0,2.0,166.0
5322379987999604518,0.0,60,2.0,0.0,2.0,166.0
1437796131400289062,0.0,60.0,1.0,0.0,1.0,167.0
6415344433440732198,0.0,60,7.0,0.0,7.0,161.0
4880550439290510119,0.0,60,5.0,0.0,5.0,163.0
4684536882501631271,0.0,60,5.0,0.0,5.0,163.0
8970330470963809832,0.0,60,2.0,0.0,2.0,166.0
617268570704091176,0.0,60,6.0,0.0,6.0,162.0
2919613683780070696,0.0,60,2.0,0.0,2.0,166.0
3859635455855017768,0.0,60.0,1.0,0.0,1.0,167.0
2370616473453925929,0.0,60,49.5,0.0,49.5,118.5
6415411710680315177,0.0,60,7.0,0.0,7.0,161.0
6686452977783430441,0.0,60,2.0,0.0,2.0,166.0
6367889448789465129,0.0,60,7.0,0.0,7.0,161.0
3969934459380051754,0.0,60,7.0,0.0,7.0,161.0
4134847630144995626,0.0,60,7.0,0.0,7.0,161.0
1698798899926699562,0.0,60,2.0,0.0,2.0,166.0
2019853627059256106,0.0,60,7.0,0.0,7.0,161.0
610385295757596970,0.0,60,7.0,0.0,7.0,161.0
1583553450451991338,0.0,60,7.0,0.0,7.0,161.0
7891666264586996779,0.0,60,2.0,0.0,2.0,166.0
8425100178285242411,0.0,60,7.0,0.0,7.0,161.0
1382383291885840428,0.0,60,7.0,0.0,7.0,161.0
969858390515923502,0.0,60,7.0,0.0,7.0,161.0
7661913130611066926,0.0,60,2.0,0.0,2.0,166.0
3791787600220398127,0.0,60,7.0,0.0,7.0,161.0
3581960394101724719,0.0,60,7.0,0.0,7.0,161.0
5203163034097391663,0.0,60,13.0,0.0,13.0,155.0
3230862443792426031,0.0,60,2.0,0.0,2.0,166.0
1510703644379337776,0.0,60.0,1.0,0.0,1.0,167.0
6020620700458797872,0.0,60,7.0,0.0,7.0,161.0
7756113695598697008,0.0,60,2.0,0.0,2.0,166.0
1290920775563666224,0.0,60,2.0,0.0,2.0,166.0
1067538211658205745,0.0,60,2.0,0.0,2.0,166.0
474411767154024497,0.0,60.0,1.0,0.0,1.0,167.0
3253286870470060337,0.0,60,7.0,0.0,7.0,161.0
7190817625849057073,0.0,60,2.0,0.0,2.0,166.0
3080196082056277042,0.0,60,7.0,0.0,7.0,161.0
1386039772911087922,0.0,60,6.0,0.0,6.0,162.0
1152492611924511282,0.0,60,7.0,0.0,7.0,161.0
3103225866520157234,0.0,60,6.0,0.0,6.0,162.0
5441959544656620082,0.0,60,7.0,0.0,7.0,161.0
7716689494974707507,0.0,60.0,1.0,0.0,1.0,167.0
4695823066967062068,0.0,60,6.0,0.0,6.0,162.0
675996890790796084,0.0,60,2.0,0.0,2.0,166.0
6587277183183267892,0.0,60,7.0,0.0,7.0,161.0
2486431126331394869,0.0,60.0,1.0,0.0,1.0,167.0
5356495771739104565,0.0,60,5.0,0.0,5.0,163.0
4690649169739490101,0.0,60,7.0,0.0,7.0,161.0
86895211682051637,0.0,60,7.0,0.0,7.0,161.0
4711310771406227253,0.0,60,7.0,0.0,7.0,161.0
5201027854855258422,0.0,60,5.0,0.0,5.0,163.0
6791130705466646582,0.0,60,2.0,0.0,2.0,166.0
3732357207221037622,0.0,60,2.0,0.0,2.0,166.0
9199339284879338550,0.0,60.0,1.0,0.0,1.0,167.0
5464708042575746358,0.0,60,3.0,0.0,3.0,165.0
3820036271859345206,0.0,60,6.0,0.0,6.0,162.0
7984359610368668215,0.0,60,6.0,0.0,6.0,162.0
2390662986465709879,0.0,60,7.0,0.0,7.0,161.0
6477640881580409912,0.0,60,6.0,0.0,6.0,162.0
2382155686148645944,0.0,60,2.0,0.0,2.0,166.0
8288416994570419256,0.0,60,2.0,0.0,2.0,166.0
7612910632134191417,0.0,60,7.0,0.0,7.0,161.0
1419314642800020538,0.0,60,7.0,0.0,7.0,161.0
5758909729888825914,0.0,60,7.0,0.0,7.0,161.0
7912067666808572986,0.0,60,2.0,0.0,2.0,166.0
7338451475006285626,0.0,60,2.0,0.0,2.0,166.0
6897223714085660730,0.0,60,2.0,0.0,2.0,166.0
77980192110590523,0.0,60,2.0,0.0,2.0,166.0
7960430881308399931,0.0,60,2.0,0.0,2.0,166.0
6132733456150711612,0.0,60,7.0,0.0,7.0,161.0
6495617221667952956,0.0,60,7.0,0.0,7.0,161.0
5530053751537263420,0.0,60,6.0,0.0,6.0,162.0
7293080882699237692,0.0,60,7.0,0.0,7.0,161.0
1026043486905735229,0.0,60,2.0,0.0,2.0,166.0
4921318406079072062,0.0,60,21.0,0.0,21.0,147.0
6367144731200450110,0.0,60,7.0,0.0,7.0,161.0
8870281740227771454,0.0,60,2.0,0.0,2.0,166.0
7588784486991764031,0.0,60,2.0,0.0,2.0,166.0
3984039009691243840,0.0,60,7.0,0.0,7.0,161.0
9007943496972268352,0.0,60,2.0,0.0,2.0,166.0
5978841209138556481,0.0,60,12.5,0.0,12.5,155.5
678992977402804803,0.0,60,2.0,0.0,2.0,166.0
906976341811964227,0.0,60,5.0,0.0,5.0,163.0
6546370607035140932,0.0,60,2.0,0.0,2.0,166.0
7716715553923047492,0.0,60,7.0,0.0,7.0,161.0
478896200850284357,0.0,60,5.0,0.0,5.0,163.0
6488699540109582405,0.0,60,2.0,0.0,2.0,166.0
1564463685496669766,0.0,60,11.0,0.0,11.0,157.0
2957662493048070470,0.0,60,2.0,0.0,2.0,166.0
1351938629789989190,0.0,60,2.0,0.0,2.0,166.0
3276793081772410695,0.0,60,7.0,0.0,7.0,161.0
7314742299224579912,0.0,60,2.0,0.0,2.0,166.0
9129156422640513865,0.0,60,2.0,0.0,2.0,166.0
7738629096232062027,0.0,60,7.0,0.0,7.0,161.0
6158948261110583115,0.0,60,2.0,0.0,2.0,166.0
3789901410822766155,0.0,60,7.0,0.0,7.0,161.0
6706226156296877388,0.0,60,2.0,0.0,2.0,166.0
4598887577624862284,0.0,60,2.0,0.0,2.0,166.0
4972454081638597196,0.0,60,7.0,0.0,7.0,161.0
9188979807402140237,0.0,60,6.0,0.0,6.0,162.0
5315723640595426127,0.0,60,2.0,0.0,2.0,166.0
1383578439551710799,0.0,60,7.0,0.0,7.0,161.0
4840031188784944463,0.0,60,7.0,0.0,7.0,161.0
164613129127588175,0.0,60,7.0,0.0,7.0,161.0
5327189244201222992,0.0,60,6.0,0.0,6.0,162.0
5111252659047794512,0.0,60,2.0,0.0,2.0,166.0
6752741904423890512,0.0,60,7.0,0.0,7.0,161.0
6308351242259465553,0.0,60,7.0,0.0,7.0,161.0
3762614436930857297,0.0,60,5.0,0.0,5.0,163.0
2246772691916892497,60.0,60,14.726777568333334,0.0,14.726777568333334,153.27322243166665
6767942082724245585,0.0,60,2.0,0.0,2.0,166.0
1741127706197624914,0.0,60,7.0,0.0,7.0,161.0
6162755080496554834,0.0,60,2.0,0.0,2.0,166.0
3888776429840836178,0.0,60,7.0,0.0,7.0,161.0
6333038285384460626,0.0,60,7.0,0.0,7.0,161.0
9125998885755172434,0.0,60.0,1.0,0.0,1.0,167.0
6640950254837518930,0.0,60,7.0,0.0,7.0,161.0
815760176960221778,0.0,60,2.0,0.0,2.0,166.0
4698536436295173203,0.0,60,6.0,0.0,6.0,162.0
7811106495699256403,0.0,60,7.0,0.0,7.0,161.0
7414310868100982612,0.0,60,3.0,0.0,3.0,165.0
3270634808391144788,0.0,60,2.0,0.0,2.0,166.0
6034768323837478996,0.0,60.0,1.0,0.0,1.0,167.0
8823230517426706772,0.0,60,6.0,0.0,6.0,162.0
5505066605255020117,0.0,60,2.0,0.0,2.0,166.0
9014363468164523349,0.0,60,7.0,0.0,7.0,161.0
1887852968836243285,0.0,60,7.0,0.0,7.0,161.0
3536289959498899286,0.0,60,7.0,0.0,7.0,161.0
7794572028181286231,0.0,60,7.0,0.0,7.0,161.0
3499744142840274007,0.0,60,7.0,0.0,7.0,161.0
3266587225058570071,0.0,60,7.0,0.0,7.0,161.0
6579551277838761559,0.0,60,6.0,0.0,6.0,162.0
3178047534860939352,0.0,60,2.0,0.0,2.0,166.0
2028240687937935960,0.0,60,6.0,0.0,6.0,162.0
5392048184288427609,0.0,60,7.0,0.0,7.0,161.0
6217204567337232985,0.0,60,7.0,0.0,7.0,161.0
6696217756553110361,0.0,60,7.0,0.0,7.0,161.0
5208458680085208410,0.0,60,2.0,0.0,2.0,166.0
325043072015552093,0.0,60,5.0,0.0,5.0,163.0
381694972482906461,0.0,60,7.0,0.0,7.0,161.0
6478667914949408861,0.0,60,2.0,0.0,2.0,166.0
3169208280585207389,0.0,60,2.0,0.0,2.0,166.0
4851807345013959006,0.0,60,2.0,0.0,2.0,166.0
7681219113084292190,0.0,60,49.5,0.0,49.5,118.5
304199174738670686,0.0,60,2.0,0.0,2.0,166.0
3704930655875237471,0.0,60,2.0,0.0,2.0,166.0
3643511890753582687,0.0,60,6.0,0.0,6.0,162.0
2041540173433176415,0.0,60,7.0,0.0,7.0,161.0
6982378963496974688,0.0,60.0,1.0,0.0,1.0,167.0
1312737911163710048,0.0,60.0,1.0,0.0,1.0,167.0
8985360643001261665,0.0,60,2.0,0.0,2.0,166.0
3265468960681998177,0.0,60,2.0,0.0,2.0,166.0
6375588536193471074,0.0,60,7.0,0.0,7.0,161.0
7021560039742729058,0.0,60,2.0,0.0,2.0,166.0
6510727757912253538,0.0,60,12.5,0.0,12.5,155.5
7589391908838555490,0.0,60,3.0,0.0,3.0,165.0
4096437357467336290,0.0,60,7.0,0.0,7.0,161.0
1869238669889378147,0.0,60,2.0,0.0,2.0,166.0
8447207980168650595,0.0,60,7.0,0.0,7.0,161.0
8123121844839724387,0.0,60,2.0,0.0,2.0,166.0
8372968288818475107,0.0,60,6.0,0.0,6.0,162.0
1834941129445504356,0.0,60,2.0,0.0,2.0,166.0
9047004875087379556,0.0,60,7.0,0.0,7.0,161.0
